review,movie,studio,release_date,genres,rate,author,date,link
"Every great album has dynamic contrast... just like Pixar's now 20 year + output. Don't let the naysayers fool you. Cars 2 is an amazing action movie with heart and smarts and so much soul. There is so much depth in this movie. I don't know how anyone could miss it. The movie does rehash some action, comedy and spy movie conventions, but what it also does is keep you invested in the characters - especially Mater. I never knew I could care so much for a rusty old tow truck! I think that anyone with an open mind to culture and diversity will embrace Mater as the lead, and invest in his character arc. In my opinion, the critics who are giving this movie poor reviews are not only missing the point, but are being left in the dust by John Lasseter's craft. Not every movie has to be Wall-E (which I ADORE) or some pretentious, art-house bag of air to have innovation, heart, soul and intelligence. Cars 2 is another milestone for Pixar. Go see Cars 2 and be a kid again... and an adult.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",9,J-Dub,"Jun 25, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"As a major Pixar-Disney film lover, this film crushed my heart into a million pieces.  I openly hated the first Cars film, but convinced myself this was Pixar's way of apologizing and making up for it.  Going into the film with incredibly low expectations (for both my memory of the first and poor reviews critically) the film was still worse than I would had anticipated.  The characters are one-note, we never see anything endearing about these characters or really get to know them on a personal level.  They do not have the instant lovable quality of any other characters which is not just because they are cars, Wall-E made robots look cute and cuddly after all.  For a studio as progressive as Pixar I found the portrayals of characters in the film to be stereotypical and unfair and bad representations of the countries in this film (as the plot takes place and features characters from around the globe.)  Mater is the single worst character in Pixar's history and it is a slap in the face that they made him an even larger part in the sequel, which is no doubt the worst film in Pixar's history, it should have been scrapped or made straight to dvd.  I have faith in them still, as I loved the Toy Story short before this atrocious film.  Fingers crossed for Brave and all their future ventures.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",0,movies4prez,"Aug  2, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Terrible Terrible ! I Adored Cars 1 , But this oh myy.. Can they really have Cars MURDERING each other in kids movie ? Im sitting there with my 4 year old tot and cars are murdering and carrying weapons , barking death threats oh my gosh it was just WOAH ! Well who are we to talk , Pixars making MILLIONS AND MILLIONS off merchandising . Wait.. Oh ya ! Thats why Cars 2 was released. Oh the money (:",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",0,Simbahh,"Aug  7, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
I don't think I have ever or will ever again give a 1 out of 10 but Cars 2 deserved it. I mean Troll 2 and The Room were at least funny when they were bad. This film made me want to vomit. Larry The Cable Guys dumbed down stupid jokes are only funny for a little while then they just become borderline retarded. Don't ever waste your money on such a horrible film.,Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",1,filmtrashreview,"Jun 25, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
cars two was a better sequel . everything is just like  the 50's like james bond  . but people and critics hated  it it is 99 % true it does suck  .   but i hope there's not a cars 3 . larry the cable as matter is gay  that's not an a opinion it is true,Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",8,lukechristiansc,"Mar 19, 2014",https://www.metacritic.com/movie/cars-2/user-reviews
"I liked the original Cars movie.  This one is amazingly boring.  I didn't laugh once the entire movie.  The kids in the theater were restless as well.  Very hard to follow, especially for kids.  It looks spectacular, of course, but does not deliver on content.  There is a lot of action and explosions, but lacking the heart of other Pixar films.  This is the first Pixar film I haven't liked (although ""Up"" was barely acceptable for me).  There is a 5 minute short before the movie featuring the Toy Story characters, and it is better than the feature film!",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",5,Bikerjames,"Jun 27, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"cars 2 no me gusto y no se por que hicieron una secuela  a su precuela cars de 2006no me gusto esta pero si la primera  y no merece secuela cars 3 es aburrida",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",0,emiliomiceli31,"Jun 24, 2015",https://www.metacritic.com/movie/cars-2/user-reviews
"[adult review]I am a huge Pixar fan.  The only Pixar movies I don't like are the original Cars and of course their worst movie ever, Wall-e.  That said, I didn't like Cars 2, but I disliked it less than the other two aforementioned movies.  Overall I'd say this movie scores 1 from an adult perspective.[child review] to be fair this movie is really just for kids.  And viewed from that perspective is an entirely great movie.  Lots of action, bright colors, and funny characters.  From the child's perspective I'd estimate this movie would hit around about an 8.  Thus, my score is the average of the two rounded down to the nearest number.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",4,Zabbot,"Jun 25, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"It is a real shame to see Pixar finally release a bad film after such a wonderful streak of excellent animated films that are perfect for both adults and children alike.  Cars 2 was just a completely unnecessary idea and obviously only exists for Disney to sell more toy cars to children.  It's a shame, too, because Pixar is better than this.  Cars 1 was average at best and by far the worst of Pixar's outings, yet they are forced to push out a sequel to it instead of more deserving films like The Incredibles.  This film just shouldn't have been done and hopefully there will never be a Cars 3 because I don't want Pixar's legacy to be tainted further.  Avoid this one.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",1,RicochetPhoenix,"Jul  2, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"There are many things that are just wrong with this movie. This movie was unwarranted. The first movie ended at a good note and didn't need any following, plus the story they went with is unnecessary. I don't know about most people, but I didn't need to see a movie where the characters travel to a World Grand Prix, which is pretty much a story line that could have been used as an epilogue for the first movie. The spy story line was fun for the first scene but quickly transformed into a pointless story line for the only purpose of giving Mater more screen time and creating situations that he can act ""wacky"" in. The movie also attempts to cover up the fact that it was made for money by making some half-assed message about friendship. However, the animation is great, which is no surprise for Pixar, so the whole movie is far from being ugly like some other animated movies (Gnomeo and Juliet for example). Some parts are enjoyable, and I wasn't quite depressed until I got out of the theater and stopped trying to create excuses for the film because it's Pixar. I hope Brave and Monsters University is better than this.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",2,JonathanMorgan,"Jun 30, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"I consider myself a great Pixar fan, I have loved every movie since Toy Story but in this one, I can just say: I **** HATE MATER!!!    .",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",0,raven720,"Sep  2, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Part 2 falls flat on its face, the story plot is too deep for young minds, too much gun play for a childrens movie, my wife and I walked out about half way through.  Probably one of the worst movies I have seen in a long, long, long time.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",2,TexasGamer,"Dec 19, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"As an ardent fan of the first Cars, I'm shocked at what an absolute mess this movie is. I expected to be a bit disappointed; I didn't expect to leave the theater shaking my head. By far the worst film ever released by Pixar, this one officially breaks their magic streak. They took all the heart and artistry of the first movie, and just chucked it out the window on their way to cashing in on all the merchandising possibilities. Owen Wilson may as well have not even shown up, because McQueen is relegated to a minor character in this film, as Mater becomes the centerpiece of a ridiculous (and almost completely unfunny) spy plot. Many reviewers have commented this was aimed at younger audiences than the first film, but no children's animated film you will see this year (or possibly ever) does more to glorify gun violence.Occasional glimmers of humor and clever touches are eclipsed by a bewildering, written-by-committee plot that tries to do too much and accomplishes too little.Upon leaving my 5 year-old son asked me ""What was that movie about...?"" I honestly couldn't answer him.",Cars 2,Walt Disney Studios Motion Pictures,"June 24, 2011","['Comedy', 'Animation']",1,meetacritic,"Jun 25, 2011",https://www.metacritic.com/movie/cars-2/user-reviews
"Pixar finally broke out of the Pixar mold. Toy Story, Monsters, Bugs LIfe, Cars, etc, were feeling like the same basic story just with a different looking set of characters. Inside Out still has some of the classic Pixar moves, but they added some nice original moves to make this feel like something new. While I give it a 10, it is not perfect, but it is one of the best animated movies in years. Yes, the ending is predictable, but how they got to that ending is not. It is a well thought out universe with characters you can love. If you love Pixar movies, this is a must see. If enjoy animated movies, very good chance you will really enjoy this. If you love mindless violent animated humor, skip this.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,kevtheobald,"Jun 19, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"After a slightly disappointing run for Pixar in the last few years with movies like Monsters University and Cars 2, the power house of animation gives us their most thematically complex film since Wall-E. In Inside Out , the life of an eleven-year old girl named Riley is shown to be controlled by five voices inside her head: Joy, Sadness, Disgust, Fear, and Anger. They control her emotions and affect her memories, but Riley's life is thrown out of control when she moves to San Francisco. Her core memories, the most important ones, are thrown out of the control center as well as Joy and Sadness, so they have to journey back to put Riley's life back on track. The plot itself doesn't contain any big twists or even a villain. It's a seemingly simple tale with huge ambition. Showing what's going on in someone's head is a difficult feat, but Pixar achieves this in such a creative and original way. The ideas presented in Inside Out might fly over younger kids' heads, as there are some rather complex themes here: you can't be happy without experiencing sadness or anger or disgust or fear. They are natural parts of life. The film even deals with depression, identity, and self-worth. Inside Out is undeniably the most enjoyable, hilarious, and entertaining film that incorporates such heavy themes. It's certainly not a movie you will ever forget.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,horcrux2007,"Jun 21, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Inside Out is amazing. The amount of emotion, insight and catharsis on offer in this animation puts most serious adult films to shame. This is a film that truly makes you laugh and cry... Often at the same time. Pixar have set a new bar for themselves with this masterpiece.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,Tokyochuchu,"Mar 27, 2016",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"If I had to either choose this movie or Star Wars: The Force Awakens, it'd be a difficult thing because they both are obviously great movies and they're one of the best movies of 2015. Inside Out is a definite must-see and you're really going to love it! Be sure not to miss this or Star Wars: The Force Awakens whenever they come out on respective Blu-rays. Best animated movie of 2015! This movie has favorable characters and a favorable story. As everyone of us are controlled by emotions, it's same to say that Riley is controlled by her emotions just like us and without Joy and Sadness, she changes throughout the movie. My favorite emotion is Joy because Joy is happiness and so is this score I gave to this movie. Oh, don't mind the haters. That takes a while for Anger to appear and get mad. If you want to give this movie a negative review, no problem. Don't do it here, do it on my 0's. It's better that way.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,EpicLadySponge,"Feb  9, 2016",https://www.metacritic.com/movie/inside-out-2015/user-reviews
This is  really cute film.  The story is engaging.  The voice acting is strong.  The animation is great.  This is not the first story idea where aspects of a person were broken down.  But it is the best one yet.,Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",8,StevieGJD,"Jun 23, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Do you ever look at someone and wonder, ""What is going on inside their head?"" Well, the reality is the answers pretty dull. It's just a big brain sending messages across your body to determine your actions. But in the minds of the creators at Pixar the answer has no limits, with every persons head containing a fully functioning world, where small beings create and store every idea and memory we have in life. And at the centre of this world is a control panel, similar to something like the deck of the Enterprise, which is controlled by our emotions that lead us through every decision we make in our lives. Inside Out follows a girl named Riley (Katilyn Dias) and the five emotions that lead her every action- Sadness (Phyllis Smith), Fear (Bill Hader), Anger (Lewis Black), Disgust (Mindy Kaling) and Riley's most important emotion that has shaped all of Riley's core memories that make her the person she is, Joy (Amy Pohler). They all care for Riley and one another like one big family, always looking to give Riley the best life she can have. This includes everything from remembering to avoid Broccoli to maintaining Riley's goofy attitude to remain her parents happy little girl. But Riley is entering a difficult period in her life of great change. She is moving to a new home in San Francisco, leaving her friends behind, and her father has become too busy with work to look after her the way he used to. This causes the emotions to conflict on the best way to deal with it, with the ensuing chaos causing Joy and Sadness to get lost in the furthest reaches of Riley's mind and forcing them to go on a journey to return to the control room, or Riley might never be happy again. In some ways the film is a nice reminder of how even after 20 years, Pixar has stuck to what made them so engaging to audiences to begin with. The journey that Joy and Sadness go on is a great buddy travel movie, that's in a similar vein to Buzz and Woody in 'Toy Story'. And just like 'Toy Story', Pixar has continued to remain focused on developing memorable characters that will help shape many childhoods, with the likes of Joy's energetic personality and simplistic but lovable design bound to stick in our heads the same way that Buzz Lightyear did when 'Toy Story' was first released. But in other ways the film is a reminder to show how far both Pixar and CGI animation has come, with the worlds Pixar's movies take place in going from the constraints of a child's bedroom to creating an entire world within the mind of a child. And the world that they create is something truly special. Other films have taken place in a person's mind in the past with their own distinct styles, from the epic mind bending action of 'Inception' to the fragmenting chaos in 'Eternal Sunshine of the Spotless Mind'. But no other film has ever approached the inner workings of a mind with the same creativity as Pixar has. The film includes as much as it could of developing how a mind works and what an 11 year old girl would be thinking about, incorporating it as either a great gag or as a way the world is designed to function. There's a literal train of thought that's able to carry memories across Riley's mind, a place called Déjà vu that keeps popping up, and even a dream centre that operates like a movie studio to give Riley something to watch at night. Even small sayings like getting a song stuck in your head are incorporated in to the film in some of Pixars funniest running gags to date. Plus I'm relatively certain that anyone who's seen the film will be humming Triple Dent Gum for the rest of their lives. As always, at the films heart remains the human drama that has kept Pixar movies so relatable over the years. In one of the most touching scenes, we watch as Joy turns on one of Riley's treasured childhood memories of her skating to pick up her spirits and slowly begins to skate with her in perfect synch. It's a beautiful moment where we're shown both the close bond that Riley and her emotions share, whilst reminding us all on the way we all hold on to out childhood in a way that only Pixar can. It's moments like this that can be universally related to, mixed with Pixar's stunning animation and their ability to create such original worlds that ensures Inside Out is another addition to Pixar's constantly growing collection of treasured classics.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,Colginator,"Sep 15, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"This was very good...but there was a bit in the middle where it seemed like the same reoccurring problems kept happening on their journey.   That part got repetitive.   Also, there are a lot of very emotionally sad things that happen through out the movie.  More sad things than happy things.  I would say that this movie is 60% sad and 30% happy and 10% indifferent.  Its good for adults ..but for kids....its mostly sad.   Example: losing a childhood thought is very sad for kids to understand.  Overall its a good movie.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",8,gkbos1,"Jun 22, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"A colourful, vibrant, brilliantly animated, and exceptionally moving film, Inside Out is one of Pixar's most creative and well-executed efforts in years; this is owing to its fleshed out characters and excellent voice acting from Amy Poehler. Easily the best film of the year. A+",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,TimeOfTheChimps,"Jan 23, 2016",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"My favourite movie of the year. A simple as that. Sorry for not being more specific, but I can't, it is that great. All of it. The story, the animation, the idea, the way they deliver this idea (that it is not precisely new), the lessons, the feelings, everything. Pixar has outshined many of their (we know, excellent) work. This sits easily between the best of Pixar, Disney and all-history animation movies.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,exodus9237,"Dec 22, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Inside Out is a very funny, charming movie.  It does have a few issues around it’s plot and a couple of it’s characters, but I would argue it’s worth the price of admission.  Pixar haven’t been this imaginative in a long time.  It’s a really cool world and I would definitely not call this an Osmosis Jones rip off!!  It has too much of it’s own identity in order to do that.  It’s really cute, really charming and it might actually get a bit of emotion out of you.  This is also not one just for the kids.  The adults will get something out of this.  Special props to Amy Poehler, Phyllis Smith, Lewis Black and Kaitlyn Dias who are all particularly good in their roles.  This won’t be for everyone and I imagine some people may struggle with this film, but I would say if you are willing to endure, it’s worth it.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,NerdConsultant,"Aug  2, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"'Inside Out' is the 15th feature from Pixar Animation Studios, and is directed by Pete Docter who also directed 'Monsters Inc' (2001) and the Oscar winning 'Up' (2009). 'Inside Out' focuses inside the head of a little girl named Riley, inside we meet the ""little voices"" and they are five different emotions. You have Joy (Amy Poehler), Sadness (Phyllis Smith), Fear (Bill Hader), Anger (Lewis Black) and Disgust (Mindy Kaling). They all control how Riley should feel and decide when it's an appropriate time for her to feel that emotion. Joy is the main emotion here, she is always concerned for Riley and wants her to have a good day, every day. The way Joy feels connected to Riley reminds me of the way Woody feels connected to Andy in the ""Toy Story"" franchise. She always wants the best for her, and when Riley feels something, Joy feels it too. 'Inside Out' is filled with some beautiful and colorful animation, a heart-wrenching story and some sympathetic characters. It's one of the best Pixar films since 'Toy Story 3' (2010). Whereas 'Cars 2' (2011), 'Brave' (2012) and 'Monsters University' (2013) failed to live up to expectations. There isn't a lot of comedy in this movie which can be worrying if you are a parent or guardian that's planning on taking your children off to a trip to the cinema. They would probably find 'Minions' (2015) more cheerful and silly, 'Inside Out' is mostly for adults to enjoy, there is nothing wrong with that, but children will no doubt find this movie very distressing. Pixar Animation Studios is very good at making their films enjoyable for adults, in that when you watch films like 'Toy Story' (1995), that film basically says ""We are all connected to our toys, remember when you were a child and had that one special toy?"", or 'Monsters Inc' (2001) would say ""When we were all kids, we all had those dreams of monsters creeping up in our bedrooms"". Pixar is good at tapping into an adult's childhood. But I don't want to sound too negative to this movie, maybe kids will enjoy it, all I am saying is, 'Inside Out' is in many ways a classic. A film to be remembered in years to come, I could see sequels and spin-offs based on this movie alone. It's definitely an Oscar winner for ""Best Animated Feature"", it is touching, inventive and just a gorgeous looking movie.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,MrMovieBuff,"Jun 29, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
Hands down one of the best Pixar films in a very long time. The one and only thing I was confused about is the audience it is indented for. I felt like it is unlikely that young children would be able to fully understand the meaning of the film and that the film is mostly intended for a bit of an older audience.,Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,Zatharel,"Sep 19, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"OMG, This film is fantastic! Nobody I know, unliked it. I like that this film talks about psychological topics, like depression. I would watch it 1000 times! Can't wait to see it on TV.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,diegonelli,"Sep 13, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Genius is an over-used and therefore devalued word, but Inside Out is what it looks like. Watch it here for free http://www.watchfree.to/watch-2a2ec6-Inside-Out-movie-online-free-putlocker.html",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,alexa417,"Sep 29, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Even though the ideas, writing, and comedy is professionally written and fresh, I do not like the concept that people are governed solely by emotions. Maybe that's just me being nit-picky. Other than that, the movie had very dramatic twists, lively and colorful environments that made up for any other things for me to pick at.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",8,patrick5star,"May  4, 2016",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"This movie is a big step in stories from Pixar, this is totally out of the box, well writen and thought. A great group of characters and one the best animation movie these years.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",8,LUKEOPERCOUP,"Oct  3, 2017",https://www.metacritic.com/movie/inside-out-2015/user-reviews
A PERFECT movie! Finally they say it's okay to be sad when things change. I think this movie spoke more to adults than children.,Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,Movie3,"Jul 15, 2018",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"For such an original idea, the movie was surprisingly cliched and predictable, but cliched and predictable doesn't mean it wasn't fun. There are a ton of humorous little details squeezed into this film, and the overall idea of emotional balance isn't a bad one. The visuals are quite solid, and the characters are enjoyable enough for what they are, even if they are mostly a bit two-dimensional. Still, it is cute and I was entertained the whole way through, so that's gotta count for something.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",8,TitaniumDragon,"Nov  7, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Delightful! I truly think this is the best animated movie ever. But that is just me. Some people may not find it so entertaining or satisfying. It's a family movie not doubt. It is smart, funny, deep, original, sad, disturbing at times, complex for such genre. All in all, high quality stuff. I recommend it wholeheartedly.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,emirbud,"Jul 18, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Fantastic animated film which actually is one of 2015´s best, period. So intelligent and bright. Great for kids, amazing for adults. A very strong 8.5 out of 10 from me.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",8,sanyrub,"Jan  3, 2016",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Heading into this movie, I had high expectations, since it is Disney/Pixar, but I also thought that I wouldn't thoroughly enjoy it, for it would be too juvenile. But I was wrong. This movie had tons of adult humor from beginning to end, in addition to several teary moments which will warm anyones heart. I strongly recommend this for all families to see together at some point--and bring the tissues!",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,zmgalen2000,"Nov 29, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"I took 4 kids (3 girls & a boy) aged between 6 & 9 to see Inside Out. At the halfway point I was a little concerned that the movie was pitched a little too old for them. I need not have worried - they all came out talking about how much they enjoyed it As an adult, I think Pixar nailed this one 100% - I don't recall a movie that sucessfully tells a story on so many levels. Funny and clever with a couple of tear-jerking moments that left a big lump in my throat Highly recommended",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,somerset72,"Aug 30, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Pixar's best film yet! They flirt with the idea with emotions and what's going on in someone's head, It's smart and unique. Riley (Kaitlyn Dias) is eleven years old, she loves hockey and she's from Minnesota. Her world turns upside down, when she moves to San Francisco with mom and dad. Riley's emotions led by Joy (Amy Poehler) try to save her from this life changing event; the stress of Riley moving is bringing sadness (Phyllis Smith) to the forefront. Joy and Sadness are far behind Riley's mind, trying to get to headquarters meanwhile, Anger (Lewis Black) Fear (Bill Hader) and Disgust (Mindy Kaling) are struggling without Joy and Sadness. Inside Out gets under my skin in an emotional way, which Pixar does with it's films, it does something different. At the end of the film you will be happy and interested. Grade A+",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,lukechristiansc,"Jun 21, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"Inside Out se une a mi lista TOP 10 de los mejores estrenos de este año y también se une a la lista de las mejores películas animadas de todos los tiempos. Pixar llego a tener sus bajas (Cars 2 o Brave) pero con Inside Out vuelve a la grandeza, una poderosa historia inocente, divertida, dramática e innovadora para chicos y grandes (recomiendo ver esta película con la familia, sobre todo padres e hijos) La animación, la historia, todo es increíble, sin duda alguna el próximo OSCAR para mejor película animada es para Inside Out (y tal vez entre a ""mejor película"") Un espectáculo visual divertido y conmovedor",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",10,JohnMasterL,"Jul 13, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
Its really good considering the terrible things they recently do.. Its pretty fun and im assuring you its going to be best pixar movie in this year. Probably my favourite cartoon movie this year..,Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",9,AnGoodCritic,"Aug 14, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"From the great minds at Disney/Pixar comes an animated comedy about all of our humble minds and the little voices in our heads, when 11 year-old Riley’s life takes a dramatic turn, the little creatures that control emotions do their best to help while embarking on perilous adventure through the fantasyland that is the human psyche. After the recent disappointments of the repetitive and one dimensional ‘Minions‘ and ‘Home‘, Disney & Pixar have once again set the standard for modern animation with a film that works on multiple levels and across generations, only this time the result is a delightfully written tale particularly effective for mature audiences, as individuals or families. The extensive writing team plus directors Pete Docter & Ronaldo Del Carmen manage to weave together a wonderfully inventive story that’s simultaneously a family comedy/drama, coming-of-age story and a fantastical adventure featuring creatures that personify human emotion within a fantastical world, which very cleverly makes tangible the complex notion of the human mind and how, quite literally, the “inside” fundamentally affects the “out”. ‘Inside Out’ does a commendable job of using complex psychological concepts like the subconscious and the intricacies of memory within an engaging narrative about the power and changeable nature of human emotion, all by framing them within characters that you’re rooting for from start to finish (both inside and out) and using humour with pathos while cleverly & hilariously implementing emotional references that everyone will relate to. No doubt this movie makes liberal and “creative” use of psychological concepts, even creating some of their own and it’s simplistic when it comes to the notion of emotional balance… and yes the film has an inherently sunny disposition and sentimentality that may not be for some, but it’s never over-the-top and always creatively handled with the result being surprisingly touching, ‘Inside Out’ may yet turn out to be a great way of teaching children (and adults) about their emotions as they grow the same way that Dr. Seuss’ book taught kids life-lessons while providing a moral compass. The Bottom Line…Clever, creative and engaging on many levels, ‘Inside Out’ is a wonderfully inventive adventure of the human psyche and surely another instant animated classic to add to the growing list from Disney & Pixar.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",8,FilmPhonic,"Jul 24, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
"The movie Inside Out is visually for kids, but the story is more for adults understanding their children. Finding the kid in themselves again. Connecting to relationship that gives us happiness and the same time sadness. Invest to the right people. What I like about it, the have a logical representation of time processing in a decision making. That's when we understand, why we do the things we do. This evaluation process, is skipped by immediate reasoning. Only few people will take time to emphatize. Prioritize other's feeling before them. This is what we loss when we are busy growing-up for the wrong selfish reason.Railey a twelve year kid, took the responsibility to deny herself the feeling of sadness; to make lighten-up her parents' burden. A conflicting feeling for a kid to take. I think she'll grow-up a humanitarian.",Inside Out,Walt Disney Studios Motion Pictures,"June 19, 2015","['Adventure', 'Drama', 'Fantasy', 'Comedy', 'Animation', 'Family']",8,randomthoughts3,"Sep  6, 2015",https://www.metacritic.com/movie/inside-out-2015/user-reviews
